name,label
40089.sol,0
40090.sol,0
40092.sol,0
40203.sol,0
40242.sol,0
40249.sol,0
40299.sol,0
40336.sol,0
40340.sol,0
40342.sol,0
40353.sol,0
40357.sol,0
40366.sol,0
40413.sol,0
40415.sol,1
40425.sol,0
40499.sol,1
40500.sol,0
40720.sol,0
40732.sol,1
40733.sol,0
40734.sol,0
40735.sol,1
40736.sol,1
40737.sol,0
40741.sol,0
40742.sol,1
40745.sol,1
40746.sol,1
40747.sol,1
40748.sol,1
40749.sol,1
40750.sol,0
40751.sol,0
40752.sol,0
40753.sol,1
40754.sol,1
40755.sol,1
40756.sol,1
40757.sol,1
40758.sol,1
40759.sol,0
40760.sol,0
40761.sol,1
40762.sol,1
40763.sol,0
40764.sol,1
40765.sol,1
40766.sol,0
40768.sol,0
40770.sol,1
40771.sol,0
40772.sol,1
40774.sol,0
40775.sol,1
40776.sol,1
40777.sol,1
40778.sol,0
40779.sol,1
40780.sol,1
40781.sol,1
40782.sol,0
40783.sol,0
40784.sol,1
40785.sol,1
40786.sol,0
40787.sol,1
40788.sol,0
40789.sol,1
50000.sol,0
50001.sol,0
50002.sol,1
50003.sol,1
50005.sol,1
50006.sol,1
50007.sol,0
50008.sol,1
50009.sol,1
50010.sol,1
50011.sol,1
50012.sol,1
50013.sol,1
50014.sol,1
50015.sol,1
50016.sol,1
50017.sol,1
50018.sol,1
50019.sol,1
50020.sol,1
50021.sol,1
50022.sol,1
50023.sol,1
50024.sol,1
50031.sol,0
50032.sol,0
50033.sol,0
50034.sol,0
50035.sol,0
50036.sol,0
50025.sol,0
50026.sol,0
50027.sol,0
50028.sol,0
50029.sol,0
50030.sol,0
0x01f8c4e3fa3edeb29e514cba738d87ce8c091d3f.sol,1
0x23a91059fdc9579a9fbd0edc5f2ea0bfdb70deb4.sol,1
0x4320e6f8c05b27ab4707cd1f6d5ce6f3e4b3a5a1.sol,1
0x4e73b32ed6c35f570686b89848e5f39f20ecc106.sol,1
0x561eac93c92360949ab1f1403323e6db345cbf31.sol,1
0x627fa62ccbb1c1b04ffaecd72a53e37fc0e17839.sol,1
0x7541b76cb60f4c60af330c208b0623b7f54bf615.sol,1
0x7a8721a9d64c74da899424c1b52acbf58ddc9782.sol,1
0x7b368c4e805c3870b6c49a3f1f49f69af8662cf3.sol,1
0x8c7777c45481dba411450c228cb692ac3d550344.sol,1
0x93c32845fae42c83a70e5f06214c8433665c2ab5.sol,1
0x941d225236464a25eb18076df7da6a91d0f95e9e.sol,1
0x96edbe868531bd23a6c05e9d0c424ea64fb1b78b.sol,1
0xaae1f51cf3339f18b6d3f3bdc75a5facd744b0b8.sol,1
0xb5e1b1ee15c6fa0e48fce100125569d430f1bd12.sol,1
0xb93430ce38ac4a6bb47fb1fc085ea669353fd89e.sol,1
0xbaf51e761510c1a11bf48dd87c0307ac8a8c8a4f.sol,1
0xbe4041d55db380c5ae9d4a9b9703f1ed4e7e3888.sol,1
0xcead721ef5b11f1a7b530171aab69b16c5e66b6e.sol,1
0xf015c35649c82f5467c9c74b7f28ee67665aad68.sol,1
etherbank.sol,1
etherstore.sol,1
modifier_reentrancy.sol,1
reentrance.sol,1
reentrancy_bonus.sol,1
reentrancy_cross_function.sol,1
reentrancy_dao.sol,1
reentrancy_simple.sol,1
simple_dao.sol,1
spank_chain_payment.sol,1
BECToken.sol,0
insecure_transfer.sol,0
integer_overflow_1.sol,0
integer_overflow_add.sol,0
integer_overflow_benign_1.sol,0
integer_overflow_mapping_sym_1.sol,0
integer_overflow_minimal.sol,0
integer_overflow_mul.sol,0
integer_overflow_multitx_multifunc_feasible.sol,0
integer_overflow_multitx_onefunc_feasible.sol,0
overflow_simple_add.sol,0
overflow_single_tx.sol,0
timelock.sol,0
token.sol,0
tokensalechallenge.sol,0
blackjack.sol,0
etheraffle.sol,0
guess_the_random_number.sol,0
lottery.sol,0
lucky_doubler.sol,0
